file,job,step_name,matched_keywords,detection_method,full_step_json
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\tenzap.exif-thumbnail-adder.GitHub_Actions.tests.yml,test,"run tests without avd cache (${{ matrix.api-level }}, ${{ matrix.target }}, ${{ matrix.arch }})","['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests without avd cache (${{ matrix.api-level }}, ${{ matrix.target }}, ${{ matrix.arch }})"",
  ""id"": ""test_without_cache"",
  ""if"": ""${{ env.with_avd_cache != 'true' }}"",
  ""timeout-minutes"": 240,
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""arch"": ""${{ matrix.arch }}"",
    ""ram-size"": ""${{ matrix.ram-size }}"",
    ""profile"": ""pixel_2"",
    ""heap-size"": ""512M"",
    ""disk-size"": ""8G"",
    ""sdcard-path-or-size"": ""200M"",
    ""enable-hw-keyboard"": true,
    ""emulator-boot-timeout"": 900,
    ""script"": ""API_LEVEL=${{ matrix.api-level }} fastlane connectedCheck_with_screenrecord""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\tenzap.exif-thumbnail-adder.GitHub_Actions.tests.yml,test,Get test output,['adb'],standard,"{
  ""name"": ""Get test output"",
  ""if"": ""always() && (steps.test_with_cache.outcome == 'failure' || steps.test_without_cache.outcome == 'failure' || steps.test_with_cache.outcome == 'cancelled' || steps.test_without_cache.outcome == 'cancelled')"",
  ""run"": ""set -x\n\necho \""Outcome of 'test_with_cache' ${{ steps.test_with_cache.outcome }}\""\necho \""Outcome of 'test_without_cache' ${{ steps.test_without_cache.outcome }}\""\n\nif [ ! -d tests/output ]; then\n  fastlane get_output_of_tests\n  adb shell logcat -d > tests/output/screenrecords/0_final_logcat.txt\nelse\n  echo \""tests/output exists.\""\n  echo \""Content:\""\n  ls tests/output\nfi\n""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\termux.termux-app.GitHub_Actions.trigger_library_builds_on_jitpack.yml,trigger-termux-library-builds,Trigger termux library builds on jitpack,['emulator'],standard,"{
  ""name"": ""Trigger termux library builds on jitpack"",
  ""run"": ""sleep 180 # It will take some time for the new tag to be detected by Jitpack\ncurl --max-time 600 --no-progress-meter \""https://jitpack.io/com/termux/termux-app/terminal-emulator/$TERMUX_LIB_VERSION/terminal-emulator-$TERMUX_LIB_VERSION.pom\""\ncurl --max-time 600 --no-progress-meter \""https://jitpack.io/com/termux/termux-app/terminal-view/$TERMUX_LIB_VERSION/terminal-view-$TERMUX_LIB_VERSION.pom\""\ncurl --max-time 600 --no-progress-meter \""https://jitpack.io/com/termux/termux-app/termux-shared/$TERMUX_LIB_VERSION/termux-shared-$TERMUX_LIB_VERSION.pom\""\n""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\theblackwidower.KanaQuiz.CircleCI.config.yml,build,,['instrumentation'],standard,"{
  ""run"": {
    ""name"": ""Test with Firebase Test Lab"",
    ""command"": ""sudo gcloud firebase test android run --type instrumentation --app app/build/outputs/apk/debug/app-debug.apk --test app/build/outputs/apk/androidTest/debug/app-debug-androidTest.apk""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\theblackwidower.KanaQuiz.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\thiagokimo.Faker.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\thu-info-community.thu-info-app.GitHub_Actions.pr-check.yml,build-android,Prepare for building,['emulator'],standard,"{
  ""name"": ""Prepare for building"",
  ""run"": ""sed -i \""s/signingConfigs\\.release/signingConfigs\\.debug/g\"" android/app/build.gradle\nsed -i \""/preventRoot/d\"" android/app/src/main/java/com/unidy2002/thuinfo/MainApplication.kt\nsed -i \""/preventEmulator/d\"" android/app/src/main/java/com/unidy2002/thuinfo/MainApplication.kt\nsed -i \""/verifySignature/d\"" android/app/src/main/java/com/unidy2002/thuinfo/MainApplication.kt\n""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\TiagoMSSantos.MobileRT.GitHub_Actions.android.yml,AndroidTests,Run Android tests,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""Run Android tests"",
  ""id"": ""android-tests"",
  ""timeout-minutes"": ""${{ fromJSON(env.GITHUB_STEP_TIMEOUT_VERY_LONG) }}"",
  ""if"": ""success() && !startsWith(matrix.os, 'windows')"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2"",
  ""env"": {
    ""ANDROID_EMULATOR_WAIT_TIME_BEFORE_KILL"": 1,
    ""NCPU_CORES"": 3,
    ""MEM_MB"": 1024
  },
  ""with"": {
    ""api-level"": ""${{ matrix.android_api }}"",
    ""cmake"": ""${{ matrix.cmake_version }}"",
    ""target"": ""default"",
    ""arch"": ""${{ matrix.android_arch }}"",
    ""disable-animations"": true,
    ""disable-spellchecker"": true,
    ""channel"": ""stable"",
    ""emulator-options"": ""-no-window -accel on -cores ${{ env.NCPU_CORES }} -memory ${{ env.MEM_MB }} -cache-size 512 -partition-size 800 -ranchu -fixed-scale -skip-adb-auth -gpu swiftshader_indirect -no-audio -no-snapshot -no-snapstorage -no-snapshot-update-time -no-snapshot-save -no-snapshot-load -no-boot-anim -camera-back none -camera-front none -netfast -wipe-data -no-sim -no-passive-gps -no-direct-adb -no-location-ui -no-hidpi-scaling -no-mouse-reposition -no-nested-warnings -verbose"",
    ""cores"": ""${{ env.NCPU_CORES }}"",
    ""ram-size"": ""${{ env.MEM_MB }}M"",
    ""heap-size"": ""512M"",
    ""disk-size"": ""10240M"",
    ""sdcard-path-or-size"": ""2048M"",
    ""avd-name"": ""Android_Emulator_API_${{ matrix.android_api }}"",
    ""force-avd-creation"": true,
    ""disable-linux-hw-accel"": ""auto"",
    ""enable-hw-keyboard"": false,
    ""emulator-boot-timeout"": 900,
    ""script"": ""sh scripts/run_tests_android.sh -t ${{ matrix.type }} -r all -n ${{ matrix.ndk_version }} -m ${{ matrix.cmake_version }} -k false -f \""\\\""x86\\\"",\\\""x86_64\\\""\"";\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\TiagoMSSantos.MobileRT.GitHub_Actions.android_repeatable.yml,Build,Run Android tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run Android tests"",
  ""timeout-minutes"": ""${{ fromJSON(env.GITHUB_STEP_TIMEOUT_LONG) }}"",
  ""if"": ""success() && !startsWith(matrix.os, 'windows')"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2"",
  ""env"": {
    ""NCPU_CORES"": 4
  },
  ""with"": {
    ""api-level"": ""${{ matrix.android_api }}"",
    ""target"": ""default"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""disable-spellchecker"": true,
    ""channel"": ""stable"",
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -no-snapshot -noaudio -no-boot-anim -camera-back none -camera-front none"",
    ""cores"": ""${{ env.NCPU_CORES }}"",
    ""sdcard-path-or-size"": ""100M"",
    ""ram-size"": ""1024M"",
    ""script"": ""sh scripts/run_tests_android.sh -t ${{ matrix.type }} -r rep_puscas.mobilertapp.${{ matrix.test }} -k false -f \""\\\""x86\\\""\"";\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\tianhaoz95.photochat.GitHub_Actions.thor.yml,android-integration-test,run tests,"['emulator', 'avdmanager', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""timeout-minutes"": 30,
  ""uses"": ""reactivecircus/android-emulator-runner@v2.15.0"",
  ""env"": {
    ""ANDROID_SIGN_PWD"": ""${{ secrets.ANDROID_SIGN_PWD }}"",
    ""SECRET_REPO"": ""${{ secrets.SECRET_REPO }}"",
    ""GITHUB_TOKEN"": ""${{ secrets.MY_GITHUB_TOKEN }}""
  },
  ""with"": {
    ""api-level"": 29,
    ""profile"": ""${{ matrix.device }}"",
    ""script"": ""/Users/runner/Library/Android/sdk/tools/bin/avdmanager list\nsleep 20\n./scripts/setenv.sh\nflutter doctor -v\ncd ./photochatapp && export ANDROID_DEBUG=true && flutter pub get && flutter drive --target=test_driver/app.dart --no-sound-null-safety\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\TinasheMzondiwa.cis-android.GitHub_Actions.baseline-profile.yml,baseline-profile,Run benchmark,"['emulator', 'adb', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run benchmark"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 31,
    ""target"": ""google_apis"",
    ""arch"": ""x86_64"",
    ""profile"": ""Galaxy Nexus"",
    ""script"": ""# Run our benchmark, enabling only tests using BaselineProfile\n./gradlew connectedBenchmarkAndroidTest -Pandroid.testInstrumentationRunnerArguments.androidx.benchmark.enabledRules=BaselineProfile\n# Need to manually pull the generated profiles from the emulator\nadb pull /sdcard/Android/media/app.hymnal.benchmark benchmark/build/outputs/baseline-prof/\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\trynoice.android-app.GitHub_Actions.android.yaml,app-ui-tests,,"['emulator', 'android-emulator']",standard,"{
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.android }}"",
    ""target"": ""${{ matrix.target }}"",
    ""arch"": ""x86"",
    ""script"": ""./scripts/run-ui-tests.sh :app:create${{ matrix.appVariant }}CoverageReport"",
    ""emulator-options"": ""-camera-back none -camera-front none -gpu swiftshader_indirect -memory 3000 -no-audio -no-boot-anim -no-snapshot -no-window""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Tunous.WebMark.CircleCI.config.yml,test_instrumented,,['instrumentation'],standard,"{
  ""run"": {
    ""name"": ""Running instrumented tests on Firebase Test Lab"",
    ""command"": ""gcloud firebase test android run .circleci/gcloud_config.yml:instrumentation-tests""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\turtton.YtAlarm.GitHub_Actions.check_android.yml,android_test,Check android test,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Check android test"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.sdk-version }}"",
    ""target"": ""google_apis"",
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\TwidereProject.TwidereX-Android.GitHub_Actions.android.yml,connected-test,Run tests,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""Run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""timeout-minutes"": 40,
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""profile"": ""4in WVGA (Nexus S)"",
    ""ram-size"": ""2048M"",
    ""target"": ""${{ matrix.target }}"",
    ""script"": ""adb logcat > logcat.txt &\n./gradlew :android:connectedCheck\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\TwidereProject.TwidereX-Android.GitHub_Actions.common.yml,connected-android-test,Run tests,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""Run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""timeout-minutes"": 40,
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""profile"": ""4in WVGA (Nexus S)"",
    ""target"": ""${{ matrix.target }}"",
    ""ram-size"": ""2048M"",
    ""script"": ""adb logcat > logcat.txt &\n./gradlew :common:connectedCheck\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\twireapp.Twire.GitHub_Actions.ci.yml,test,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-30""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\twireapp.Twire.GitHub_Actions.ci.yml,test,create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""target"": ""aosp_atd"",
    ""api-level"": 30,
    ""arch"": ""x86"",
    ""channel"": ""canary"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\twireapp.Twire.GitHub_Actions.ci.yml,test,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""target"": ""aosp_atd"",
    ""api-level"": 30,
    ""arch"": ""x86"",
    ""channel"": ""canary"",
    ""script"": ""./gradlew connectedCheck""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\TylerCarberry.2048-Battles.CircleCI.circle.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\TylerCarberry.PTSD-Aid.CircleCI.config.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\tzebrowski.ObdGraphs.GitHub_Actions.build.yml,build,Android Integration Tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Android Integration Tests"",
  ""if"": ""${{ false }}"",
  ""env"": {
    ""ANDROID_RELEASE_KEY_ALIAS"": ""${{ secrets.SIGNING_KEY_ALIAS }}"",
    ""ANDROID_RELEASE_KEY_PASSWORD"": ""${{ secrets.SIGNING_KEY_PASSWORD }}"",
    ""ANDROID_RELEASE_STORE_PASSWORD"": ""${{ secrets.SIGNING_STORE_PASSWORD }}"",
    ""ANDROID_RELEASE_KEYSTORE"": ""/home/runner/work/_temp/keystore/release_keystore.jks""
  },
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""sh ./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\unblinking.lilaoftheday_android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\UriahShaulMandel.BaldPhone.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\UseHover.Stax.GitHub_Actions.test-gmd.yml,android-ci,Run Instrumented Tests with Gradle Managed Device,['emulator'],standard,"{
  ""name"": ""Run Instrumented Tests with Gradle Managed Device"",
  ""run"": ""./gradlew cleanManagedDevices --unused-only && ./gradlew pixel4api30ProductionDebugAndroidTest -Dorg.gradle.workers.max=1 -Pandroid.testoptions.manageddevices.emulator.gpu=\""swiftshader_indirect\"" -Pandroid.experimental.testOptions.managedDevices.emulator.showKernelLogging=true --info""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vanilla-music.vanilla.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vanita5.twittnuker.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vanpra.compose-material-dialogs.GitHub_Actions.main.yml,test,Run functional tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run functional tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""sdcard-path-or-size"": ""50M"",
    ""profile"": ""Nexus 6P"",
    ""script"": ""./gradlew connectedCheck -Pandroid.testInstrumentationRunnerArguments.filter=com.vanpra.composematerialdialogs.test.utils.NotScreenshotTestFilter""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vanpra.compose-material-dialogs.GitHub_Actions.main.yml,test,Run screenshot tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run screenshot tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""sdcard-path-or-size"": ""50M"",
    ""profile"": ""Nexus 6P"",
    ""script"": ""./gradlew executeScreenshotTests -Pandroid.testInstrumentationRunnerArguments.filter=com.vanpra.composematerialdialogs.test.utils.ScreenshotTestFilter""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vector-im.element-android.GitHub_Actions.post-pr.yml,ui-tests,Run sanity tests on API ${{ matrix.api-level }},"['emulator', 'adb', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run sanity tests on API ${{ matrix.api-level }}"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""profile"": ""Nexus 5X"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""emulator-build"": 7425822,
    ""script"": ""adb root\nadb logcat -c\ntouch emulator.log\nchmod 777 emulator.log\nadb logcat >> emulator.log &\n./gradlew $CI_GRADLE_ARG_PROPERTIES connectedGplayDebugAndroidTest -Pandroid.testInstrumentationRunnerArguments.class=im.vector.app.ui.UiAllScreensSanityTest || (adb pull storage/emulated/0/Pictures/failure_screenshots && exit 1 )\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vector-im.element-android.GitHub_Actions.post-pr.yml,ui-tests,Upload Test Report Log,['emulator'],standard,"{
  ""name"": ""Upload Test Report Log"",
  ""uses"": ""actions/upload-artifact@v3"",
  ""if"": ""always()"",
  ""with"": {
    ""name"": ""uitest-error-results"",
    ""path"": ""emulator.log\nfailure_screenshots/\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vector-im.element-android.GitHub_Actions.tests-rust.yml,tests,Run all the codecoverage tests at once,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run all the codecoverage tests at once"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""profile"": ""Nexus 5X"",
    ""target"": ""playstore"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew gatherGplayRustCryptoDebugStringTemplates $CI_GRADLE_ARG_PROPERTIES\n./gradlew instrumentationTestsRustWithCoverage $CI_GRADLE_ARG_PROPERTIES\n./gradlew generateCoverageReport $CI_GRADLE_ARG_PROPERTIES\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vector-im.element-android.GitHub_Actions.tests.yml,tests,Run all the codecoverage tests at once,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run all the codecoverage tests at once"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""profile"": ""Nexus 5X"",
    ""target"": ""playstore"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew gatherGplayKotlinCryptoDebugStringTemplates $CI_GRADLE_ARG_PROPERTIES\n./gradlew unitTestsWithCoverage $CI_GRADLE_ARG_PROPERTIES\n./gradlew instrumentationTestsWithCoverage $CI_GRADLE_ARG_PROPERTIES\n./gradlew generateCoverageReport $CI_GRADLE_ARG_PROPERTIES\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\VelbazhdSoftwareLLC.DiceOverflow.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\VelbazhdSoftwareLLC.HungarianRingsForAndroid.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\VelbazhdSoftwareLLC.IthakaBoardGame.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vgaidarji.ci-matters.CircleCI.config.yml,build,,"['emulator', 'avdmanager', 'create avd']",standard,"{
  ""run"": {
    ""name"": ""Setup emulator"",
    ""command"": ""echo \""no\"" | avdmanager create avd -n test -k \""system-images;android-21;default;armeabi-v7a\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vgaidarji.ci-matters.CircleCI.config.yml,build,,['emulator'],standard,"{
  ""run"": {
    ""name"": ""Launch emulator"",
    ""command"": ""export LD_LIBRARY_PATH=${ANDROID_HOME}/emulator/lib64:${ANDROID_HOME}/emulator/lib64/qt/lib && emulator -avd test -noaudio -no-boot-anim -no-window -accel on"",
    ""background"": true
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vgaidarji.ci-matters.CircleCI.config.yml,build,,['emulator'],standard,"{
  ""run"": {
    ""name"": ""Wait for emulator"",
    ""command"": ""circle-android wait-for-boot""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vgaidarji.ci-matters.GitHub_Actions.main.yaml,androidTest,Instrumentation Tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Instrumentation Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""env"": {
    ""FABRIC_API_KEY"": ""${{ secrets.FABRIC_API_KEY }}"",
    ""FABRIC_API_SECRET"": ""${{ secrets.FABRIC_API_SECRET }}""
  },
  ""with"": {
    ""api-level"": 29,
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedAndroidTest --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vgaidarji.ci-matters.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vivekweb2013.audio-recorder.GitHub_Actions.ci.yaml,Coverage,Run Tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew jacocoTestReport lint""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\vivekweb2013.audio-recorder.GitHub_Actions.test.yaml,test,Run Instrumented Tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run Instrumented Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""script"": ""./gradlew connectedAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\whizzzkid.correctly.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\wikimedia.apps-android-wikipedia.GitHub_Actions.android_smoke_test.yml,instrumentation-tests,Instrumentation Tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Instrumentation Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew connectedDevDebugAndroidTest --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\wikimedia.apps-android-wikipedia.GitHub_Actions.android_smoke_test.yml,instrumentation-tests,Upload results,['instrumentation'],standard,"{
  ""name"": ""Upload results"",
  ""if"": ""${{ always() }}"",
  ""uses"": ""actions/upload-artifact@v2"",
  ""with"": {
    ""name"": ""instrumentation-test-results ${{ matrix.api-level }}"",
    ""path"": ""./**/build/reports/androidTests/connected/**""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\WIStudent.FreifunkAutoConnectApp.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\wkrzywiec.WaWa-Tabor.GitHub_Actions.android-release.yml,apk,Assemble Android Instrumentation Tests,['instrumentation'],standard,"{
  ""name"": ""Assemble Android Instrumentation Tests"",
  ""run"": ""bash ./gradlew assembleDebugAndroidTest"",
  ""env"": {
    ""ZTM_API_KEY"": ""${{ secrets.ZTM_API_KEY }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\wkrzywiec.WaWa-Tabor.GitHub_Actions.android-release.yml,firebase,Run Instrumentation Tests in Firebase Test Lab,['instrumentation'],standard,"{
  ""name"": ""Run Instrumentation Tests in Firebase Test Lab"",
  ""run"": ""gcloud firebase test android run --type instrumentation --app app-debug/app-debug.apk --test app-debug-androidTest/app-debug-androidTest.apk --device model=Pixel2,version=28,locale=pl,orientation=portrait""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\woesss.JL-Mod.GitHub_Actions.android.yml,build,Build with Gradle,['emulator'],standard,"{
  ""name"": ""Build with Gradle"",
  ""run"": ""./gradlew assembleEmulatorRelease""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\woesss.JL-Mod.GitHub_Actions.android.yml,build,rename,['emulator'],standard,"{
  ""name"": ""rename"",
  ""run"": ""filenames=`ls app/build/outputs/apk/emulator/release/*.apk`\nfor eachfile in $filenames\ndo\n  newpath=${eachfile%.*};\n  mv $eachfile ${newpath%-*}.apk\ndone\n""
}"
