file,job,step_name,matched_keywords,detection_method,full_step_json
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Matrix159.Smilodon.GitHub_Actions.android.yml,instrumented-tests,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew :presentation:connectedAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\maxistar.TextPad.GitLab..gitlab-ci.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\maxpower47.PinDroid.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\mcadamm4.Delock.GitLab..gitlab-ci.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'start emulator', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\MD2Korg.mCerebrum-PhoneSensor.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\medic.cht-android.GitHub_Actions.build.yml,instrumentation-tests,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@v2"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-29-default""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\medic.cht-android.GitHub_Actions.build.yml,instrumentation-tests,Create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""Create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""target"": ""default"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\medic.cht-android.GitHub_Actions.build.yml,instrumentation-tests,Run test-ui on unbranded,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run test-ui on unbranded"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""target"": ""default"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""script"": ""make test-ui""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\medic.cht-android.GitHub_Actions.build.yml,instrumentation-tests,Run test-ui on gamma,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run test-ui on gamma"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""target"": ""default"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""script"": ""make test-ui-gamma""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\miao1007.AnimeWallpaper.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\michaeltroger.greenpass-android.GitHub_Actions.ui_tests.yml,test,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 31,
    ""arch"": ""x86_64"",
    ""target"": ""default"",
    ""profile"": ""pixel_6_pro"",
    ""emulator-boot-timeout"": 1000,
    ""sdcard-path-or-size"": ""1000M"",
    ""force-avd-creation"": true,
    ""disable-spellchecker"": true,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""scripts/run_ui_tests""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\michelelacorte.AndroidAppShortcuts.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\midhunhk.trip-o-meter.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\miguelhincapie.CustomBottomSheetBehavior.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\mikljohansson.retroboy.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\mkg20001.SamRemote.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\mullvad.mullvadvpn-app.GitHub_Actions.android-app.yml,instrumented-tests,Upload instrumentation report (${{ matrix.test-type }}),['instrumentation'],standard,"{
  ""name"": ""Upload instrumentation report (${{ matrix.test-type }})"",
  ""uses"": ""actions/upload-artifact@v3"",
  ""if"": ""always()"",
  ""with"": {
    ""name"": ""${{ matrix.test-type }}-instrumentation-report"",
    ""path"": ""/tmp/mullvad-${{ matrix.test-type }}-instrumentation-report"",
    ""if-no-files-found"": ""ignore"",
    ""retention-days"": 1
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\myspecialway.my-special-way-android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\mzdm.virtual_traveller_flutter.GitHub_Actions.integration.yml,android_pixel,Run Flutter Driver tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run Flutter Driver tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""ndk"": ""22.0.7026061"",
    ""target"": ""${{ matrix.target }}"",
    ""arch"": ""x86_64"",
    ""profile"": ""pixel_4_xl"",
    ""script"": ""flutter drive --target=test_driver/app.dart""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\mzdm.virtual_traveller_flutter.GitHub_Actions.integration.yml,android_nexus,Run Flutter Driver tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run Flutter Driver tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""ndk"": ""22.0.7026061"",
    ""target"": ""${{ matrix.target }}"",
    ""arch"": ""x86_64"",
    ""profile"": ""Nexus 6"",
    ""script"": ""flutter drive --target=test_driver/app.dart""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\nbossard.packlist.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\nbsp-team.MaterialFilePicker.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\nCine.nCine.GitHub_Actions.emscripten.yml,Emscripten,"CMake Configuration, Make and Test",['emulator'],standard,"{
  ""name"": ""CMake Configuration, Make and Test"",
  ""if"": ""matrix.BuildType != 'DevDist' && matrix.BuildType != 'LuaDist'"",
  ""run"": ""source ../emsdk/emsdk_env.sh\n\n# Not using emcmake to avoid issue #10028 with CMAKE_CROSSCOMPILING_EMULATOR path\ncmake -B ../nCine-buildtests-${{ matrix.BuildType }} -D CMAKE_BUILD_TYPE=${{ matrix.BuildType }} -D NCINE_OPTIONS_PRESETS=UnitTests -D CMAKE_CROSSCOMPILING_EMULATOR=$EMSDK_NODE -D CMAKE_TOOLCHAIN_FILE=$EMSDK/upstream/emscripten/cmake/Modules/Platform/Emscripten.cmake\n\nmake -j $NUM_THREADS -C ../nCine-buildtests-${{ matrix.BuildType }}\ncd ../nCine-buildtests-${{ matrix.BuildType }}\nctest -j $NUM_THREADS --build-config ${{ matrix.BuildType }}\n""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\nextcloud.android.GitHub_Actions.screenShotTest.yml,screenshot,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@88522ab9f39a2ea568f7027eddc7d8d8bc9d59c8"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ matrix.api-level }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\nextcloud.android.GitHub_Actions.screenShotTest.yml,screenshot,create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@d94c3fbe4fe6a29e4a5ba47c12fb47677c73656b"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""force-avd-creation"": false,
    ""arch"": ""x86"",
    ""sdcard-path-or-size"": ""100M"",
    ""target"": ""google_apis"",
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -no-snapshot -noaudio -no-boot-anim -skin 500x833"",
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\nextcloud.android.GitHub_Actions.screenShotTest.yml,screenshot,Run screenshot tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run screenshot tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@d94c3fbe4fe6a29e4a5ba47c12fb47677c73656b"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""force-avd-creation"": false,
    ""arch"": ""x86"",
    ""sdcard-path-or-size"": ""100M"",
    ""target"": ""google_apis"",
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -no-snapshot -noaudio -no-boot-anim -skin 500x833"",
    ""script"": ""./gradlew uninstallAll gplayDebugExecuteScreenshotTests -Dorg.gradle.jvmargs=\""--add-opens java.base/java.nio=ALL-UNNAMED --add-opens java.base/java.nio.channels=ALL-UNNAMED --add-exports java.base/sun.nio.ch=ALL-UNNAMED\"" -Pandroid.testInstrumentationRunnerArguments.annotation=com.owncloud.android.utils.ScreenshotTest -Pandroid.testInstrumentationRunnerArguments.COLOR=${{ matrix.color }} -Pandroid.testInstrumentationRunnerArguments.DARKMODE=${{ matrix.scheme }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\nhirokinet.bluelineconsole.GitHub_Actions.android-connectedcheck.yml,test,Android Emulator Runner,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Android Emulator Runner"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2.20.0"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""script"": ""./gradlew connectedCheck""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\NiciDieNase.chaosflix.GitLab..gitlab-ci.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\NiciDieNase.chaosflix.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\njitdev.sa-android.Travis_CI..travis.yml,full_file_scan,,['emulator'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\noln.motorsport-circuits.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd', 'wait-for-device']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\nukc.LoadMoreWrapper.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\NUmeroAndDev.DagashiApp-android.GitHub_Actions.baseline-profiles.yml,generate-baseline-profiles,Generate baseline profile,"['emulator', 'instrumentation']",standard,"{
  ""name"": ""Generate baseline profile"",
  ""run"": ""./gradlew :benchmark:cleanManagedDevices --unused-only\n./gradlew :benchmark:pixel2Api31BenchmarkAndroidTest -Pandroid.testoptions.manageddevices.emulator.gpu=\""swiftshader_indirect\"" -Pandroid.testInstrumentationRunnerArguments.androidx.benchmark.enabledRules=BaselineProfile\nmv benchmark/build/outputs/managed_device_android_test_additional_output/pixel2Api31/BaselineProfileGenerator_startup-baseline-prof.txt app/src/main/baseline-prof.txt\n""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\NyaaPantsu.NyaaPantsu-android-app.Travis_CI..travis.yml,full_file_scan,,['emulator'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\OneBusAway.onebusaway-android.GitHub_Actions.android.yml,test,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ matrix.api-level }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\OneBusAway.onebusaway-android.GitHub_Actions.android.yml,test,create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\OneBusAway.onebusaway-android.GitHub_Actions.android.yml,test,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew test check connectedObaGoogleDebugAndroidTest -x lint --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\ooni.probe-android.GitHub_Actions.emulator.yml,test,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""arch"": ""x86_64"",
    ""profile"": ""Nexus 6"",
    ""ram-size"": ""2048M"",
    ""script"": ""./gradlew connectedStableFullDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\ooni.probe-android.GitHub_Actions.emulator.yml,test,uploads test results,['emulator'],standard,"{
  ""name"": ""uploads test results"",
  ""uses"": ""actions/upload-artifact@v2"",
  ""if"": ""failure()"",
  ""with"": {
    ""name"": ""emulator-test-results"",
    ""path"": ""app/build/reports/androidTests/connected/flavors/stableFullDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\open-keychain.open-keychain.GitHub_Actions.android-ci.yml,Espresso,Run instrumentation tests,"['emulator', 'instrumentation']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""malinskiy/action-android/emulator-run-cmd@release/0.1.0"",
  ""with"": {
    ""cmd"": ""./gradlew connectedFdroidDebugAndroidTest"",
    ""api"": 28,
    ""tag"": ""default"",
    ""abi"": ""x86""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\opendocument-app.OpenDocument.droid.GitHub_Actions.android_main.yml,test,Android Virtual Device (AVD) cache,['adb'],standard,"{
  ""name"": ""Android Virtual Device (AVD) cache"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ matrix.arch }}-${{ matrix.api-level }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\opendocument-app.OpenDocument.droid.GitHub_Actions.android_main.yml,test,Create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""Create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""${{ matrix.arch }}"",
    ""target"": ""google_apis"",
    ""sdcard-path-or-size"": ""1G"",
    ""disk-size"": ""8G"",
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\opendocument-app.OpenDocument.droid.GitHub_Actions.android_main.yml,test,Run tests,"['emulator', 'adb', 'android-emulator']",standard,"{
  ""name"": ""Run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none -no-snapshot-save"",
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""${{ matrix.arch }}"",
    ""target"": ""google_apis"",
    ""sdcard-path-or-size"": ""1G"",
    ""disk-size"": ""8G"",
    ""script"": ""mkdir -p testResults/screenshots\nadb logcat > testResults/logcat.txt &\n\nadb shell screencap /data/local/tmp/beforeTests.png\nadb pull /data/local/tmp/beforeTests.png testResults/screenshots/\n\nbundle exec fastlane tests || touch sorry_but_tests_are_failing\nadb pull /sdcard/Pictures/screenshots testResults/ || true\n\nadb shell screencap /data/local/tmp/afterTests.png\nadb pull /data/local/tmp/afterTests.png testResults/screenshots/\n\nmv app/build/reports/androidTests/connected testResults/\nmv app/build/outputs/androidTest-results testResults/\n\ntest ! -f sorry_but_tests_are_failing\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\openintents.shoppinglist.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\openMF.Fineract-CN-mobile.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\orogersilva.myweatherforecast.GitHub_Actions.ci.yml,instrumentedtests,Instrumentation Tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Instrumentation Tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew connectedAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\oxagast.ansvif_android.Travis_CI..travis.yml,full_file_scan,,['emulator'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\pablobaxter.Harmony.CircleCI.config.yml,Android-Harmony-Test,,['instrumentation'],standard,"{
  ""run"": {
    ""name"": ""Test Harmony with Firebase Test Lab"",
    ""command"": ""sudo gcloud firebase test android run \\\n  --type instrumentation \\\n  --app ${HOME}/repo/app/build/outputs/apk/debug/app-debug.apk \\\n  --test ${HOME}/repo/harmony/build/outputs/apk/androidTest/debug/harmony-debug-androidTest.apk \\\n  --results-bucket cloud-test-${GOOGLE_PROJECT_ID} \\\n  --results-dir harmony-${CIRCLE_BRANCH}_${CIRCLE_BUILD_NUM} \\\n  --device model=redfin,version=30 \\\n  --no-performance-metrics \\\n  --no-record-video \\\n  --use-orchestrator\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\pablobaxter.Harmony.CircleCI.config.yml,Android-Harmony-Test,,['instrumentation'],standard,"{
  ""run"": {
    ""name"": ""Test Crypto with Firebase Test Lab"",
    ""command"": ""sudo gcloud firebase test android run \\\n  --type instrumentation \\\n  --app ${HOME}/repo/app/build/outputs/apk/debug/app-debug.apk \\\n  --test ${HOME}/repo/crypto/build/outputs/apk/androidTest/debug/crypto-debug-androidTest.apk \\\n  --results-bucket cloud-test-${GOOGLE_PROJECT_ID} \\\n  --results-dir crypto-${CIRCLE_BRANCH}_${CIRCLE_BUILD_NUM} \\\n  --device model=Pixel2,version=29 \\\n  --no-performance-metrics \\\n  --no-record-video \\\n  --use-orchestrator\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\pablobaxter.Harmony.CircleCI.config.yml,Android-Harmony-Test,,['instrumentation'],standard,"{
  ""run"": {
    ""name"": ""Test target SDK 31 with Firebase Test Lab"",
    ""command"": ""sudo gcloud firebase test android run \\\n  --type instrumentation \\\n  --app ${HOME}/repo/app/build/outputs/apk/debug/app-debug.apk \\\n  --test ${HOME}/repo/target31test/build/outputs/apk/debug/target31test-debug.apk \\\n  --results-bucket cloud-test-${GOOGLE_PROJECT_ID} \\\n  --results-dir target31test-${CIRCLE_BRANCH}_${CIRCLE_BUILD_NUM} \\\n  --device model=Pixel2,version=29 \\\n  --no-performance-metrics \\\n  --no-record-video \\\n  --use-orchestrator\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\pakoito.FunctionalAndroidReference.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\patriziolerede.puppy-adoption-app.GitHub_Actions.Check.yaml,test,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\patriziolerede.weather-app-compose.GitHub_Actions.Check.yaml,test,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\peercoin.peercoin_flutter.GitHub_Actions.analyze-test.yml,e2e-test,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2.27.0"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""arch"": ""x86_64"",
    ""script"": ""flutter drive --target=test_driver/app.dart --driver=test_driver/key_new.dart\nflutter drive --target=test_driver/app.dart --driver=test_driver/key_imported.dart\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\persian-calendar.persian-calendar.GitHub_Actions.android.yml,test-android,Run Android tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run Android tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@76c2bf6f95ed6458fd659a1bdb680a0f8df232dc"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""arch"": ""x86"",
    ""script"": ""./gradlew connectedMinApi17DebugAndroidTest --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\persian-calendar.persian-calendar.GitHub_Actions.android.yml,test-android,Upload results,['instrumentation'],standard,"{
  ""name"": ""Upload results"",
  ""if"": ""${{ always() }}"",
  ""uses"": ""actions/upload-artifact@v3"",
  ""with"": {
    ""name"": ""instrumentation-test-results ${{ matrix.api-level }}"",
    ""path"": ""./**/build/reports/androidTests/connected/**""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\perun-network.perun-eth-mobile.GitHub_Actions.emulator.yml,full_file_scan,,['emulator'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\PhotoBackup.client-android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd', 'wait-for-device']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\PileProject.drive.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\pilgr.Paper.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\piskula.FuelUp.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Piwigo.Piwigo-Android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'start emulator', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\posm.OpenMapKitAndroid.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\prakh25.MovieApp.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
